Time,MicRef,MicTar,Delay,Score
0.2,1,5,-0.005238095238095238,0.8337937789394346
0.4,1,5,4.5351473922902495e-05,0.7116900350070374
0.4,1,5,0.0025170068027210884,0.7076142124671416
0.4,1,5,0.005011337868480726,0.7013427247346854
0.4,1,5,0.007505668934240363,0.6942129350798026
0.4,1,5,0.009977324263038548,0.6868848228669177
0.4,1,5,0.012448979591836735,0.6796998764460904
0.4,1,5,0.014943310657596371,0.6720115647049563
0.4,1,5,0.017392290249433107,0.6639267033621167
0.4,1,5,0.019863945578231294,0.6555015347746506
0.4,1,5,0.02233560090702948,0.6460584021827462
0.4,1,5,0.024784580498866213,0.6344024588971067
0.4,1,5,0.02723356009070295,0.6193757421340497
0.4,1,5,0.029659863945578232,0.6009925028002521
0.6,1,5,-0.002494331065759637,0.665093055672277
0.6,1,5,0.0008616780045351474,0.6915759477967526
0.6,1,5,0.0033786848072562357,0.7069852744947134
0.6,1,5,0.006031746031746032,0.7209978035572738
0.6,1,5,0.008412698412698413,0.7327096721168883
0.6,1,5,0.010793650793650795,0.7430614719727194
0.6,1,5,0.01328798185941043,0.7537085831921277
0.6,1,5,0.01580498866213152,0.763894730749896
0.6,1,5,0.018163265306122448,0.7730651489850662
0.6,1,5,0.020521541950113378,0.7816581658985988
0.6,1,5,0.02290249433106576,0.7882811390848962
0.6,1,5,0.025238095238095237,0.7930360317301742
0.6,1,5,0.02759637188208617,0.7948615172417073
0.6,1,5,0.0299546485260771,0.7930947180082444
0.6,1,5,0.03231292517006803,0.7875420785724816
0.6,1,5,0.03464852607709751,0.777760654323163
0.6,1,5,0.03727891156462585,0.7625129838741915
0.8,1,5,-0.018662131519274375,0.5118640809052052
0.8,1,5,-0.014988662131519274,0.5464037988012872
0.8,1,5,-0.002494331065759637,0.665112359260341
0.8,1,5,0.0008616780045351474,0.6915983901343183
0.8,1,5,0.0033786848072562357,0.707012372176836
0.8,1,5,0.006031746031746032,0.7210306501831936
0.8,1,5,0.008412698412698413,0.7327415736039943
0.8,1,5,0.010793650793650795,0.743100810158349
0.8,1,5,0.01328798185941043,0.7537396198435813
0.8,1,5,0.01580498866213152,0.7639205970589248
0.8,1,5,0.018163265306122448,0.7730907855327215
0.8,1,5,0.020521541950113378,0.7816848158336723
0.8,1,5,0.02290249433106576,0.7883047009961074
0.8,1,5,0.025238095238095237,0.793064039340522
0.8,1,5,0.02759637188208617,0.7948840758068745
0.8,1,5,0.0299546485260771,0.7931145249731677
0.8,1,5,0.03231292517006803,0.7875556473436731
0.8,1,5,0.03464852607709751,0.7777802901180736
0.8,1,5,0.03727891156462585,0.7627920357025038
1.0,1,5,-0.012290249433106576,0.9308400171774999
1.2,1,4,-0.030975056689342403,0.34585862956056473
1.2,1,5,-0.014920634920634921,0.7566955820170537
1.2,1,8,-0.038276643990929705,0.3266123528419368
1.4,1,4,-0.044149659863945576,0.5091595376168753
1.4,1,5,0.0,0.7500256873339716
1.4,1,8,-0.04782312925170068,0.5790949127364422
1.6,1,4,-0.047165532879818596,0.53474966220156
1.6,1,5,0.0,0.6890796287355919
1.8,1,5,-0.024036281179138322,0.9834100208325324
2.0,1,2,0.021904761904761906,0.24520470835181146
2.0,1,2,0.02417233560090703,0.26379348523284707
2.0,1,2,0.026462585034013605,0.2791302247234727
2.0,1,2,0.02893424036281179,0.29366764136109175
2.0,1,2,0.031247165532879817,0.30540124369900484
2.0,1,2,0.033560090702947847,0.31716430808638646
2.0,1,2,0.035873015873015876,0.32894357173847427
2.0,1,2,0.03820861678004535,0.3413098874249753
2.0,1,2,0.04052154195011338,0.35379913790712886
2.0,1,2,0.04285714285714286,0.36695491786129736
2.0,1,2,0.04521541950113379,0.37977928023398255
2.0,1,2,0.047551020408163266,0.39294093700328997
2.0,1,2,0.049909297052154196,0.4050763656522619
2.0,1,5,-0.029229024943310658,0.8190429496148421
2.0,1,5,-0.026938775510204082,0.8226487351894826
2.0,1,5,-0.024467120181405896,0.8201921761550577
2.0,1,5,-0.012834467120181405,0.7630497957038772
2.0,1,6,0.015011337868480726,0.3698622408084531
2.0,1,6,0.01748299319727891,0.387178421861982
2.0,1,6,0.019750566893424037,0.401843754691718
2.0,1,6,0.02201814058956916,0.4157435522458402
2.0,1,6,0.024308390022675735,0.4287189682178323
2.0,1,6,0.02657596371882086,0.4413600932290707
2.0,1,6,0.028866213151927438,0.45402666662588304
2.0,1,6,0.031179138321995464,0.4667444995567743
2.0,1,6,0.03346938775510204,0.4789141794966237
2.0,1,6,0.03578231292517007,0.49056989357347836
2.0,1,6,0.0380952380952381,0.5011533097811374
2.0,1,6,0.04043083900226757,0.5109869230009235
2.0,1,6,0.04276643990929705,0.5198807352652532
2.0,1,6,0.04510204081632653,0.5280340373919666
2.0,1,6,0.04746031746031746,0.535753762096795
2.0,1,6,0.04981859410430839,0.5429255614232155
2.2,1,5,-0.030793650793650793,0.7936333071811803
2.2,1,5,-0.028480725623582767,0.7991007727272902
2.2,1,5,-0.026167800453514738,0.8009340778226213
2.2,1,5,-0.02387755102040816,0.7994475616401365
2.2,1,5,-0.020430839002267574,0.7929246397843452
2.2,1,5,-0.018140589569160998,0.7868982620557589
2.2,1,5,-0.015487528344671202,0.7795044535045115
2.2,1,5,-0.013038548752834467,0.7723697263044166
2.2,1,5,-0.010748299319727891,0.7657038457170324
2.2,1,5,-0.006870748299319728,0.7545528363972352
2.2,1,5,-0.004353741496598639,0.7472433799170399
2.2,1,5,-0.0014058956916099773,0.7380180716368081
2.2,1,7,0.04689342403628118,0.31477117362153206
2.2,1,7,0.04977324263038549,0.3442888262925818
2.4,1,5,-0.044897959183673466,0.5753181186706335
2.4,1,5,-0.04253968253968254,0.5935902104214619
2.4,1,5,-0.03941043083900227,0.6179320214043811
2.4,1,5,-0.03605442176870748,0.6442234589711674
2.4,1,5,-0.030975056689342403,0.6836331587178731
2.4,1,5,-0.028072562358276643,0.7057014541764324
2.4,1,5,-0.025351473922902493,0.726033431599714
2.4,1,5,-0.021927437641723356,0.7496588643977512
2.4,1,5,-0.01943310657596372,0.7647406550274735
2.4,1,5,-0.016961451247165533,0.778422858105462
2.4,1,5,-0.013718820861678005,0.7948872779148239
2.4,1,5,-0.010884353741496598,0.8086604491521878
2.4,1,5,-0.004512471655328798,0.8385495544775442
2.4,1,5,2.2675736961451248e-05,0.8575637657944246
2.4,1,5,0.002403628117913832,0.8496983633089946
2.4,1,5,0.00471655328798186,0.8407987183140542
2.4,1,5,0.007823129251700681,0.8248849344123317
2.4,1,5,0.014784580498866213,0.7756639469204601
2.4,1,7,0.04689342403628118,0.3695513084988101
2.4,1,7,0.04977324263038549,0.40000452521909957
2.6,1,2,0.04253968253968254,0.47774182179539226
2.6,1,5,-0.03693877551020408,0.9764993804982559
2.6,1,6,0.040657596371882085,0.6481517604936603
2.8,1,4,-0.02124716553287982,0.3036449581652631
2.8,1,4,-0.01888888888888889,0.3121322403998816
2.8,1,4,-0.01655328798185941,0.319708841228691
2.8,1,4,-0.01419501133786848,0.3258136772585509
2.8,1,4,-0.011882086167800454,0.3298683162570765
2.8,1,4,-0.009546485260770975,0.33227840886790566
2.8,1,4,-0.007233560090702948,0.33362861878753475
2.8,1,4,-0.004920634920634921,0.3344005080858494
2.8,1,4,-0.0026077097505668935,0.3348199995196569
2.8,1,4,-0.00029478458049886624,0.33492204995713004
2.8,1,5,-0.034761904761904765,0.8524361366292079
2.8,1,8,-0.02913832199546485,0.3064138272099551
2.8,1,8,-0.026734693877551022,0.30584931748164096
2.8,1,8,-0.02433106575963719,0.30270744350461315
2.8,1,8,-0.021927437641723356,0.29910084771071493
2.8,1,8,-0.019523809523809523,0.29590775403762004
2.8,1,8,-0.01712018140589569,0.2941179001899243
2.8,1,8,-0.014761904761904763,0.2936542314526099
2.8,1,8,-0.012380952380952381,0.29318546369999765
2.8,1,8,-0.010022675736961452,0.29233583075564823
2.8,1,8,-0.007505668934240363,0.29124550273204486
2.8,1,8,-0.0051700680272108845,0.2901910543607753
2.8,1,8,-0.0028798185941043084,0.2891395624092154
2.8,1,8,-0.0004988662131519275,0.2881764616741317
3.0,1,4,0.049954648526077096,0.22948169423212675
3.0,1,5,-0.03365079365079365,0.6915414470394322
3.0,1,8,0.04702947845804989,0.18751386776288542
3.0,1,8,0.049614512471655325,0.19004227774358165
3.2,1,2,0.040952380952380955,0.26892489942826087
3.2,1,5,-0.04108843537414966,0.810434510417489
3.2,1,8,0.04965986394557823,0.20448466186744624
3.4,1,5,-0.042630385487528344,0.9728465708085172
3.6,1,4,0.005192743764172335,0.15029661152185356
3.6,1,4,0.007619047619047619,0.15550139484622677
3.6,1,4,0.010022675736961452,0.15969550472415026
3.6,1,4,0.012448979591836735,0.1628644530928409
3.6,1,4,0.01489795918367347,0.16492929967507713
3.6,1,4,0.017346938775510204,0.16573480745976177
3.6,1,4,0.01961451247165533,0.16575859340040014
3.6,1,5,-0.04478458049886622,0.9338547488914578
3.6,1,5,-0.04145124716553288,0.931194847617374
3.6,1,6,0.0008163265306122449,0.21270677081354059
3.6,1,6,0.003219954648526077,0.2247689606582789
3.6,1,6,0.005600907029478458,0.23532333948572606
3.6,1,6,0.00800453514739229,0.2448203395786168
3.6,1,6,0.010430839002267574,0.2535556543113524
3.6,1,6,0.012879818594104309,0.2613908915896366
3.6,1,6,0.015328798185941043,0.2682611836730728
3.6,1,7,0.014331065759637189,0.15272511786138063
3.6,1,8,0.0,0.1942412883844189
3.6,1,8,0.002380952380952381,0.2011147294312973
3.6,1,8,0.004784580498866213,0.20627654636576667
3.6,1,8,0.007188208616780045,0.21036290594580406
3.6,1,8,0.009614512471655328,0.21363907700335305
3.6,1,8,0.012040816326530613,0.21623919598197597
3.6,1,8,0.014467120181405895,0.21804155130063083
3.6,1,8,0.01691609977324263,0.21902196125954512
3.6,1,8,0.019206349206349206,0.2191786174033263
3.8,1,2,-0.020453514739229024,0.1571978854553475
3.8,1,2,-0.017755102040816328,0.187870057803929
3.8,1,2,-0.015034013605442176,0.2186063890271599
3.8,1,2,-0.012312925170068028,0.24893344603164375
3.8,1,2,-0.009070294784580499,0.284470733419122
3.8,1,2,-0.00528344671201814,0.3245022533224735
3.8,1,2,-0.0020634920634920637,0.35804675219886745
3.8,1,2,0.0017687074829931973,0.393855356205462
3.8,1,2,0.004399092970521542,0.4165739802938777
3.8,1,2,0.007142857142857143,0.43892994116328177
3.8,1,2,0.014693877551020407,0.49859965735600553
3.8,1,2,0.017414965986394557,0.5190809982196553
3.8,1,2,0.041700680272108846,0.6926373250910147
3.8,1,2,0.04600907029478458,0.7144140932246731
3.8,1,2,0.048752834467120185,0.7271332191023312
3.8,1,5,-0.0481859410430839,0.8393636427045827
3.8,1,6,0.003492063492063492,0.4835902261422463
3.8,1,6,0.011043083900226758,0.5440304085512765
3.8,1,6,0.016077097505668936,0.5771717199671402
3.8,1,6,0.018798185941043082,0.5916794447879306
3.8,1,6,0.021519274376417232,0.6041367151870501
3.8,1,6,0.02387755102040816,0.6136512582007169
3.8,1,6,0.02621315192743764,0.6223504619256417
3.8,1,6,0.02857142857142857,0.6307272017886838
3.8,1,6,0.03090702947845805,0.6389731665766542
3.8,1,6,0.03326530612244898,0.647393903739044
3.8,1,6,0.03562358276643991,0.6558219076532213
3.8,1,6,0.03800453514739229,0.6643239486855104
3.8,1,6,0.04034013605442177,0.6731263582464034
3.8,1,6,0.04272108843537415,0.682111748023297
3.8,1,6,0.04512471655328798,0.691520876003425
3.8,1,6,0.04748299319727891,0.7012537022136344
3.8,1,6,0.049863945578231296,0.7111556909534559
4.0,1,2,-0.006893424036281179,0.15603882193052185
4.0,1,2,-0.003673469387755102,0.18846238218134054
4.0,1,2,0.004988662131519274,0.2757607552459646
4.0,1,2,0.04816326530612245,0.6598189458688432
4.0,1,5,-0.04816326530612245,0.7370586748190519
4.0,1,6,0.021927437641723356,0.49875080363083113
4.0,1,6,0.02564625850340136,0.5200989697329481
4.0,1,6,0.02798185941043084,0.5328043047813251
4.0,1,6,0.032086167800453515,0.5550953293168553
4.0,1,6,0.035238095238095235,0.5722755652574589
4.0,1,6,0.03780045351473923,0.586641289090163
4.0,1,6,0.04036281179138322,0.6012230982083294
4.0,1,6,0.04492063492063492,0.6264321888293245
4.0,1,6,0.04748299319727891,0.639260236404011
4.0,1,6,0.049863945578231296,0.6499643795200921
4.6,1,2,0.008820861678004535,0.5768490159242294
4.6,1,2,0.011247165532879818,0.5743297565931956
4.6,1,2,0.03848072562358277,0.47477587650218384
4.6,1,2,0.041428571428571426,0.47002859947347786
4.6,1,2,0.044875283446712017,0.4656628238889059
4.6,1,2,0.0473469387755102,0.4629332885642654
4.6,1,3,0.002834467120181406,0.5483114778743041
4.6,1,4,-0.0327437641723356,0.7292185758229826
4.6,1,6,0.0,0.6297532434533971
4.6,1,6,0.002857142857142857,0.632304990756914
4.6,1,6,0.005306122448979592,0.6316592887645032
4.6,1,6,0.0076870748299319724,0.6301843729132302
4.6,1,6,0.010090702947845805,0.6285755394868354
4.6,1,6,0.012426303854875283,0.6269596063086746
4.6,1,6,0.014784580498866213,0.6250090399961259
4.6,1,6,0.02251700680272109,0.6162618635865095
4.6,1,6,0.024988662131519273,0.6144164320777297
4.6,1,6,0.027392290249433106,0.6136605398360861
4.6,1,6,0.02981859410430839,0.6132999792655166
4.6,1,6,0.03224489795918367,0.6128670560600853
4.6,1,6,0.0345124716553288,0.6119806033049826
4.6,1,6,0.03691609977324263,0.6103394966269082
4.6,1,6,0.03918367346938775,0.608035145802075
4.6,1,6,0.04151927437641723,0.6049985352443826
4.6,1,6,0.043786848072562355,0.6018241149557337
4.6,1,6,0.04825396825396826,0.5963211288037643
4.6,1,7,-0.005419501133786848,0.5138414947351975
4.6,1,7,-0.003061224489795918,0.516919395679968
4.6,1,8,-0.04192743764172335,0.7205034591987715
4.8,1,2,0.004739229024943311,0.6908235888553486
4.8,1,2,0.007120181405895692,0.6940249126726289
4.8,1,3,0.002834467120181406,0.6457679472910064
4.8,1,4,-0.0327437641723356,0.7317379404645283
4.8,1,6,0.0,0.7485794336079933
4.8,1,6,0.0023356009070294786,0.7462329796791789
4.8,1,6,0.006462585034013605,0.7364287624230018
4.8,1,7,-0.0005668934240362812,0.6427961905074843
4.8,1,8,-0.04192743764172335,0.7226874935111295
5.4,1,5,-0.049977324263038546,0.7306784468437215
5.4,1,5,-0.04770975056689342,0.7284123899083221
5.4,1,5,-0.04512471655328798,0.7256478005936283
5.4,1,5,-0.042562358276643994,0.7235047324456727
5.4,1,5,-0.040294784580498864,0.7221367463027383
5.4,1,5,-0.03773242630385488,0.7211421618135575
5.4,1,5,-0.035170068027210885,0.7201007244376404
5.4,1,5,-0.03260770975056689,0.7174615248873882
5.4,1,5,-0.030045351473922902,0.7139472471349417
5.4,1,5,-0.027482993197278913,0.709853798074821
5.4,1,5,-0.02492063492063492,0.7045879585399505
5.4,1,5,-0.02238095238095238,0.697126206587545
5.4,1,5,-0.01984126984126984,0.6857242968809745
5.6,1,5,-0.04970521541950113,0.7881472929648728
5.6,1,5,-0.04616780045351474,0.7682447251004991
5.6,1,5,-0.04390022675736961,0.7549396952106084
5.6,1,5,-0.041337868480725626,0.7397524590559901
5.6,1,5,-0.039070294784580496,0.7265180510494578
5.6,1,5,-0.03650793650793651,0.7116724928207174
5.6,1,5,-0.03394557823129252,0.6969460599313003
5.6,1,5,-0.031383219954648524,0.6816924662255579
5.6,1,5,-0.028798185941043084,0.6660951820811085
5.6,1,5,-0.026258503401360545,0.6502620986258923
5.6,1,5,-0.0236734693877551,0.6347903985312925
5.6,1,5,-0.02113378684807256,0.6196605353672612
5.6,1,5,-0.018571428571428572,0.604308969798118
5.6,1,5,-0.01600907029478458,0.5885640509836142
5.6,1,5,-0.013469387755102041,0.5719912924874071
5.6,1,5,-0.010884353741496598,0.5550639570173327
7.4,1,5,0.00011337868480725624,0.9499258488932658
7.4,1,5,0.0025850340136054422,0.9320846327332792
